DBN,Grade,Year,Demographic,NumberTeted,Meancalecore,NumLevel1,PctLevel1,NumLevel2,PctLevel2,NumLevel3,PctLevel3,NumLevel4,PctLevel4,NumLevel3and4,PctLevel3and4
17K354,6,2014,All tudent,66,310,13,19.7,25,37.9,13,19.7,15,22.7,28,42.4
17K354,6,2015,All tudent,60,303,14,23.3,21,35,16,26.7,9,15,25,41.7
17K354,6,2016,All tudent,48,293,16,33.3,15,31.3,10,20.8,7,14.6,17,35.4
17K354,6,2017,All tudent,42,309,12,28.6,14,33.3,7,16.7,9,21.4,16,38.1
17K354,7,2013,All tudent,81,293,35,43.2,32,39.5,12,14.8,2,2.5,14,17.3
17K354,7,2014,All tudent,73,305,26,35.6,14,19.2,29,39.7,4,5.5,33,45.2
17K354,7,2015,All tudent,73,310,24,32.9,19,26,13,17.8,17,23.3,30,41.1
17K354,7,2016,All tudent,66,299,28,42.4,22,33.3,8,12.1,8,12.1,16,24.2
17K354,7,2017,All tudent,60,298,25,41.7,25,41.7,9,15,1,1.7,10,16.7
17K354,8,2013,All tudent,83,279,48,57.8,27,32.5,8,9.6,0,0,8,9.6
17K354,8,2014,All tudent,88,312,21,23.9,31,35.2,26,29.5,10,11.4,36,40.9
17K354,8,2015,All tudent,80,294,34,42.5,22,27.5,11,13.8,13,16.3,24,30
17K354,8,2016,All tudent,76,300,29,38.2,18,23.7,16,21.1,13,17.1,29,38.2
17K354,8,2017,All tudent,88,307,25,28.4,28,31.8,21,23.9,14,15.9,35,39.8
17K354,All Grade,2013,All tudent,229,290,100,43.7,79,34.5,44,19.2,6,2.6,50,21.8
17K354,All Grade,2014,All tudent,227,309,60,26.4,70,30.8,68,30,29,12.8,97,42.7
17K354,All Grade,2015,All tudent,213,302,72,33.8,62,29.1,40,18.8,39,18.3,79,37.1
17K354,All Grade,2016,All tudent,190,298,73,38.4,55,28.9,34,17.9,28,14.7,62,32.6
17K354,All Grade,2017,All tudent,190,305,62,32.6,67,35.3,37,19.5,24,12.6,61,32.1
17K375,3,2013,All tudent,75,289,27,36,31,41.3,16,21.3,1,1.3,17,22.7
17K375,3,2014,All tudent,69,291,31,44.9,18,26.1,18,26.1,2,2.9,20,29
17K375,3,2015,All tudent,78,295,33,42.3,23,29.5,14,17.9,8,10.3,22,28.2
17K375,3,2016,All tudent,75,307,21,28,21,28,14,18.7,19,25.3,33,44
17K375,3,2017,All tudent,71,294,23,32.4,25,35.2,15,21.1,8,11.3,23,32.4
17K375,4,2013,All tudent,82,298,20,24.4,43,52.4,15,18.3,4,4.9,19,23.2
17K375,4,2014,All tudent,66,290,24,36.4,26,39.4,14,21.2,2,3,16,24.2
17K375,4,2015,All tudent,62,279,26,41.9,28,45.2,7,11.3,1,1.6,8,12.9
17K375,4,2016,All tudent,63,276,39,61.9,12,19,8,12.7,4,6.3,12,19
17K375,4,2017,All tudent,78,286,33,42.3,31,39.7,9,11.5,5,6.4,14,17.9
17K375,5,2013,All tudent,93,278,63,67.7,25,26.9,5,5.4,0,0,5,5.4
17K375,5,2014,All tudent,73,284,43,58.9,22,30.1,7,9.6,1,1.4,8,11
17K375,5,2015,All tudent,68,297,28,41.2,20,29.4,16,23.5,4,5.9,20,29.4
17K375,5,2016,All tudent,59,291,27,45.8,18,30.5,12,20.3,2,3.4,14,23.7
17K375,5,2017,All tudent,67,282,45,67.2,15,22.4,6,9,1,1.5,7,10.4
17K375,All Grade,2013,All tudent,250,288,110,44,99,39.6,36,14.4,5,2,41,16.4
17K375,All Grade,2014,All tudent,208,288,98,47.1,66,31.7,39,18.8,5,2.4,44,21.2
17K375,All Grade,2015,All tudent,208,291,87,41.8,71,34.1,37,17.8,13,6.3,50,24
17K375,All Grade,2016,All tudent,197,292,87,44.2,51,25.9,34,17.3,25,12.7,59,29.9
17K375,All Grade,2017,All tudent,216,287,101,46.8,71,32.9,30,13.9,14,6.5,44,20.4
17K382,6,2013,All tudent,54,286,22,40.7,25,46.3,6,11.1,1,1.9,7,13
17K394,6,2016,All tudent,49,277,23,46.9,23,46.9,2,4.1,1,2,3,6.1
17K382,6,2014,All tudent,43,281,24,55.8,16,37.2,2,4.7,1,2.3,3,7
17K382,6,2015,All tudent,43,280,25,58.1,10,23.3,6,14,2,4.7,8,18.6
17K382,6,2016,All tudent,32,289,12,37.5,14,43.8,4,12.5,2,6.3,6,18.8
17K382,6,2017,All tudent,50,276,27,54,20,40,1,2,2,4,3,6
17K382,7,2013,All tudent,48,275,35,72.9,9,18.8,4,8.3,0,0,4,8.3
17K382,7,2014,All tudent,47,291,25,53.2,15,31.9,7,14.9,0,0,7,14.9
17K382,7,2015,All tudent,46,290,19,41.3,24,52.2,3,6.5,0,0,3,6.5
17K382,7,2016,All tudent,44,290,22,50,14,31.8,6,13.6,2,4.5,8,18.2
17K382,7,2017,All tudent,40,286,21,52.5,15,37.5,3,7.5,1,2.5,4,10
17K382,8,2013,All tudent,51,294,16,31.4,30,58.8,4,7.8,1,2,5,9.8
17K382,8,2014,All tudent,48,274,34,70.8,14,29.2,0,0,0,0,0,0
17K382,8,2015,All tudent,50,289,25,50,12,24,13,26,0,0,13,26
17K382,8,2016,All tudent,49,282,20,40.8,23,46.9,5,10.2,1,2,6,12.2
17K382,8,2017,All tudent,49,276,27,55.1,16,32.7,4,8.2,2,4.1,6,12.2
17K382,All Grade,2013,All tudent,153,285,73,47.7,64,41.8,14,9.2,2,1.3,16,10.5
17K382,All Grade,2014,All tudent,138,282,83,60.1,45,32.6,9,6.5,1,0.7,10,7.2
17K382,All Grade,2015,All tudent,139,286,69,49.6,46,33.1,22,15.8,2,1.4,24,17.3
17K382,All Grade,2016,All tudent,125,287,54,43.2,51,40.8,15,12,5,4,20,16
17K382,All Grade,2017,All tudent,139,279,75,54,51,36.7,8,5.8,5,3.6,13,9.4
17K394,3,2013,All tudent,44,295,16,36.4,18,40.9,7,15.9,3,6.8,10,22.7
17K394,3,2014,All tudent,51,285,24,47.1,20,39.2,6,11.8,1,2,7,13.7
17K394,3,2015,All tudent,54,292,20,37,20,37,11,20.4,3,5.6,14,25.9
17K394,3,2016,All tudent,58,299,17,29.3,25,43.1,8,13.8,8,13.8,16,27.6
17K394,3,2017,All tudent,41,285,19,46.3,10,24.4,8,19.5,4,9.8,12,29.3
17K394,4,2013,All tudent,56,287,28,50,17,30.4,5,8.9,6,10.7,11,19.6
17K394,4,2014,All tudent,49,270,33,67.3,12,24.5,4,8.2,0,0,4,8.2
17K394,4,2015,All tudent,47,284,19,40.4,20,42.6,6,12.8,2,4.3,8,17
17K394,4,2016,All tudent,48,291,16,33.3,18,37.5,11,22.9,3,6.3,14,29.2
17K394,4,2017,All tudent,64,275,35,54.7,21,32.8,8,12.5,0,0,8,12.5
17K394,5,2013,All tudent,51,290,27,52.9,16,31.4,7,13.7,1,2,8,15.7
17K394,5,2014,All tudent,53,279,33,62.3,15,28.3,3,5.7,2,3.8,5,9.4
17K394,5,2015,All tudent,36,287,20,55.6,11,30.6,5,13.9,0,0,5,13.9
17K394,5,2016,All tudent,40,296,19,47.5,11,27.5,10,25,0,0,10,25
17K394,5,2017,All tudent,46,293,22,47.8,13,28.3,9,19.6,2,4.3,11,23.9
17K394,All Grade,2013,All tudent,373,286,189,50.7,136,36.5,36,9.7,12,3.2,48,12.9
17K394,All Grade,2014,All tudent,363,281,200,55.1,131,36.1,29,8,3,0.8,32,8.8
17K394,All Grade,2015,All tudent,344,284,178,51.7,122,35.5,34,9.9,10,2.9,44,12.8
17K394,All Grade,2016,All tudent,297,281,158,53.2,93,31.3,34,11.4,12,4,46,15.5
17K394,All Grade,2017,All tudent,303,278,173,57.1,92,30.4,31,10.2,7,2.3,38,12.5
17K397,3,2013,All tudent,53,284,27,50.9,21,39.6,3,5.7,2,3.8,5,9.4
17K397,3,2014,All tudent,61,289,27,44.3,21,34.4,11,18,2,3.3,13,21.3
17K397,3,2015,All tudent,51,277,31,60.8,14,27.5,5,9.8,1,2,6,11.8
17K397,3,2016,All tudent,41,283,18,43.9,18,43.9,2,4.9,3,7.3,5,12.2
17K397,3,2017,All tudent,24,305,10,41.7,5,20.8,5,20.8,4,16.7,9,37.5
17K397,4,2013,All tudent,67,292,24,35.8,29,43.3,11,16.4,3,4.5,14,20.9
17K397,4,2014,All tudent,57,281,28,49.1,22,38.6,6,10.5,1,1.8,7,12.3
17K397,4,2015,All tudent,56,277,29,51.8,20,35.7,5,8.9,2,3.6,7,12.5
17K397,4,2016,All tudent,41,288,15,36.6,17,41.5,6,14.6,3,7.3,9,22
17K397,4,2017,All tudent,39,291,14,35.9,15,38.5,5,12.8,5,12.8,10,25.6
17K397,5,2013,All tudent,61,288,33,54.1,22,36.1,5,8.2,1,1.6,6,9.8
17K397,5,2014,All tudent,60,293,26,43.3,23,38.3,6,10,5,8.3,11,18.3
17K397,5,2015,All tudent,47,287,26,55.3,12,25.5,7,14.9,2,4.3,9,19.1
17K397,5,2016,All tudent,49,300,19,38.8,16,32.7,9,18.4,5,10.2,14,28.6
17K397,5,2017,All tudent,36,311,7,19.4,16,44.4,10,27.8,3,8.3,13,36.1
17K397,All Grade,2013,All tudent,181,288,84,46.4,72,39.8,19,10.5,6,3.3,25,13.8
17K397,All Grade,2014,All tudent,178,288,81,45.5,66,37.1,23,12.9,8,4.5,31,17.4
17K397,All Grade,2015,All tudent,154,280,86,55.8,46,29.9,17,11,5,3.2,22,14.3
17K397,All Grade,2016,All tudent,131,291,52,39.7,51,38.9,17,13,11,8.4,28,21.4
17K397,All Grade,2017,All tudent,99,301,31,31.3,36,36.4,20,20.2,12,12.1,32,32.3
17K398,3,2013,All tudent,58,272,35,60.3,18,31,5,8.6,0,0,5,8.6
17K398,3,2014,All tudent,49,295,20,40.8,14,28.6,11,22.4,4,8.2,15,30.6
17K398,3,2015,All tudent,58,281,27,46.6,25,43.1,5,8.6,1,1.7,6,10.3
17K398,3,2016,All tudent,46,277,23,50,20,43.5,2,4.3,1,2.2,3,6.5
17K398,3,2017,All tudent,46,299,12,26.1,19,41.3,11,23.9,4,8.7,15,32.6
17K398,4,2013,All tudent,60,273,35,58.3,19,31.7,6,10,0,0,6,10
17K398,4,2014,All tudent,47,284,21,44.7,21,44.7,5,10.6,0,0,5,10.6
17K398,4,2015,All tudent,52,283,22,42.3,21,40.4,8,15.4,1,1.9,9,17.3
17K398,4,2016,All tudent,42,284,19,45.2,16,38.1,6,14.3,1,2.4,7,16.7
17K398,4,2017,All tudent,35,292,11,31.4,20,57.1,3,8.6,1,2.9,4,11.4
17K398,5,2013,All tudent,43,283,27,62.8,12,27.9,4,9.3,0,0,4,9.3
17K398,5,2014,All tudent,45,301,16,35.6,16,35.6,9,20,4,8.9,13,28.9
17K398,5,2015,All tudent,40,285,22,55,11,27.5,5,12.5,2,5,7,17.5
17K398,5,2016,All tudent,44,292,20,45.5,18,40.9,3,6.8,3,6.8,6,13.6
17K398,5,2017,All tudent,40,288,22,55,12,30,6,15,0,0,6,15
17K398,All Grade,2013,All tudent,161,275,97,60.2,49,30.4,15,9.3,0,0,15,9.3
17K398,All Grade,2014,All tudent,141,293,57,40.4,51,36.2,25,17.7,8,5.7,33,23.4
17K398,All Grade,2015,All tudent,150,283,71,47.3,57,38,18,12,4,2.7,22,14.7
17K398,All Grade,2016,All tudent,132,284,62,47,54,40.9,11,8.3,5,3.8,16,12.1
17K398,All Grade,2017,All tudent,121,293,45,37.2,51,42.1,20,16.5,5,4.1,25,20.7
17K399,3,2013,All tudent,88,293,34,38.6,31,35.2,20,22.7,3,3.4,23,26.1
17K399,3,2014,All tudent,86,290,36,41.9,30,34.9,16,18.6,4,4.7,20,23.3
17K399,3,2015,All tudent,89,283,50,56.2,25,28.1,11,12.4,3,3.4,14,15.7
17K399,3,2016,All tudent,75,301,16,21.3,37,49.3,13,17.3,9,12,22,29.3
17K399,3,2017,All tudent,81,293,31,38.3,29,35.8,14,17.3,7,8.6,21,25.9
17K399,4,2013,All tudent,83,297,22,26.5,38,45.8,18,21.7,5,6,23,27.7
17K399,4,2014,All tudent,79,296,24,30.4,31,39.2,16,20.3,8,10.1,24,30.4
17K399,4,2015,All tudent,90,290,36,40,35,38.9,14,15.6,5,5.6,19,21.1
17K399,4,2016,All tudent,85,281,43,50.6,29,34.1,8,9.4,5,5.9,13,15.3
17K399,4,2017,All tudent,79,289,31,39.2,33,41.8,10,12.7,5,6.3,15,19
17K399,5,2013,All tudent,82,309,23,28,23,28,30,36.6,6,7.3,36,43.9
17K399,5,2014,All tudent,74,308,19,25.7,28,37.8,15,20.3,12,16.2,27,36.5
17K399,5,2015,All tudent,74,296,34,45.9,18,24.3,17,23,5,6.8,22,29.7
17K399,5,2016,All tudent,75,294,34,45.3,23,30.7,13,17.3,5,6.7,18,24
17K399,5,2017,All tudent,88,287,44,50,29,33,13,14.8,2,2.3,15,17
17K399,All Grade,2013,All tudent,253,300,79,31.2,92,36.4,68,26.9,14,5.5,82,32.4
17K399,All Grade,2014,All tudent,239,297,79,33.1,89,37.2,47,19.7,24,10,71,29.7
17K399,All Grade,2015,All tudent,253,289,120,47.4,78,30.8,42,16.6,13,5.1,55,21.7
17K399,All Grade,2016,All tudent,235,291,93,39.6,89,37.9,34,14.5,19,8.1,53,22.6
17K399,All Grade,2017,All tudent,248,290,106,42.7,91,36.7,37,14.9,14,5.6,51,20.6
17K484,6,2013,All tudent,43,278,22,51.2,19,44.2,2,4.7,0,0,2,4.7
17K484,6,2014,All tudent,43,291,16,37.2,21,48.8,4,9.3,2,4.7,6,14
17K484,6,2015,All tudent,36,284,19,52.8,13,36.1,4,11.1,0,0,4,11.1
17K484,6,2016,All tudent,39,287,16,41,19,48.7,3,7.7,1,2.6,4,10.3
17K484,6,2017,All tudent,47,285,20,42.6,22,46.8,3,6.4,2,4.3,5,10.6
17K484,7,2013,All tudent,50,275,41,82,9,18,0,0,0,0,0,0
17K484,7,2014,All tudent,47,280,32,68.1,14,29.8,1,2.1,0,0,1,2.1
17K484,7,2015,All tudent,36,286,23,63.9,11,30.6,2,5.6,0,0,2,5.6
17K484,7,2016,All tudent,38,280,22,57.9,11,28.9,5,13.2,0,0,5,13.2
17K484,7,2017,All tudent,37,292,18,48.6,17,45.9,0,0,2,5.4,2,5.4
17K484,8,2013,All tudent,42,289,19,45.2,20,47.6,3,7.1,0,0,3,7.1
17K484,8,2014,All tudent,50,288,21,42,23,46,6,12,0,0,6,12
17K484,8,2015,All tudent,36,284,21,58.3,12,33.3,3,8.3,0,0,3,8.3
17K484,8,2016,All tudent,44,279,25,56.8,12,27.3,5,11.4,2,4.5,7,15.9
17K484,8,2017,All tudent,37,286,14,37.8,19,51.4,4,10.8,0,0,4,10.8
17K484,All Grade,2013,All tudent,135,280,82,60.7,48,35.6,5,3.7,0,0,5,3.7
17K484,All Grade,2014,All tudent,140,286,69,49.3,58,41.4,11,7.9,2,1.4,13,9.3
17K484,All Grade,2015,All tudent,108,284,63,58.3,36,33.3,9,8.3,0,0,9,8.3
17K484,All Grade,2016,All tudent,121,282,63,52.1,42,34.7,13,10.7,3,2.5,16,13.2
17K484,All Grade,2017,All tudent,121,288,52,43,58,47.9,7,5.8,4,3.3,11,9.1
17K531,6,2013,All tudent,39,281,18,46.2,20,51.3,1,2.6,0,0,1,2.6
17K531,6,2014,All tudent,49,285,21,42.9,26,53.1,2,4.1,0,0,2,4.1
17K531,6,2015,All tudent,43,292,17,39.5,19,44.2,5,11.6,2,4.7,7,16.3
17K531,6,2016,All tudent,14,290,5,35.7,8,57.1,1,7.1,0,0,1,7.1
17K531,6,2017,All tudent,17,278,9,52.9,5,29.4,3,17.6,0,0,3,17.6
17K531,7,2013,All tudent,42,290,24,57.1,17,40.5,1,2.4,0,0,1,2.4
17K531,7,2014,All tudent,37,285,21,56.8,16,43.2,0,0,0,0,0,0
17K531,7,2015,All tudent,44,290,18,40.9,22,50,3,6.8,1,2.3,4,9.1
17K531,7,2016,All tudent,41,299,16,39,17,41.5,7,17.1,1,2.4,8,19.5
17K531,7,2017,All tudent,15,288,8,53.3,6,40,1,6.7,0,0,1,6.7
17K531,8,2013,All tudent,37,275,25,67.6,9,24.3,3,8.1,0,0,3,8.1
17K531,8,2014,All tudent,42,292,14,33.3,24,57.1,4,9.5,0,0,4,9.5
17K531,8,2015,All tudent,41,278,22,53.7,19,46.3,0,0,0,0,0,0
17K531,8,2016,All tudent,38,283,18,47.4,18,47.4,2,5.3,0,0,2,5.3
17K531,8,2017,All tudent,40,284,17,42.5,19,47.5,4,10,0,0,4,10
17K531,All Grade,2013,All tudent,118,282,67,56.8,46,39,5,4.2,0,0,5,4.2
17K531,All Grade,2014,All tudent,128,287,56,43.8,66,51.6,6,4.7,0,0,6,4.7
17K531,All Grade,2015,All tudent,128,287,57,44.5,60,46.9,8,6.3,3,2.3,11,8.6
17K531,All Grade,2016,All tudent,93,291,39,41.9,43,46.2,10,10.8,1,1.1,11,11.8
17K531,All Grade,2017,All tudent,72,283,34,47.2,30,41.7,8,11.1,0,0,8,11.1
17K532,3,2015,All tudent,53,286,22,41.5,20,37.7,10,18.9,1,1.9,11,20.8
17K532,3,2016,All tudent,58,282,29,50,20,34.5,7,12.1,2,3.4,9,15.5
17K532,3,2017,All tudent,67,283,33,49.3,21,31.3,12,17.9,1,1.5,13,19.4
17K532,4,2016,All tudent,51,273,32,62.7,13,25.5,6,11.8,0,0,6,11.8
17K532,4,2017,All tudent,65,271,39,60,17,26.2,8,12.3,1,1.5,9,13.8
17K532,5,2017,All tudent,42,297,17,40.5,16,38.1,8,19,1,2.4,9,21.4
17K532,All Grade,2015,All tudent,53,286,22,41.5,20,37.7,10,18.9,1,1.9,11,20.8
17K532,All Grade,2016,All tudent,109,278,61,56,33,30.3,13,11.9,2,1.8,15,13.8
17K532,All Grade,2017,All tudent,174,282,89,51.1,54,31,28,16.1,3,1.7,31,17.8
17K533,6,2013,All tudent,20,273,13,65,7,35,0,0,0,0,0,0
17K533,6,2014,All tudent,10,275,8,80,2,20,0,0,0,0,0,0
17K533,6,2015,All tudent,11,267,9,81.8,1,9.1,1,9.1,0,0,1,9.1
17K533,6,2016,All tudent,9,258,7,77.8,2,22.2,0,0,0,0,0,0
17K533,6,2017,All tudent,3,,,,,,,,,,,
17K533,7,2013,All tudent,34,282,21,61.8,11,32.4,2,5.9,0,0,2,5.9
17K533,7,2014,All tudent,23,265,19,82.6,4,17.4,0,0,0,0,0,0
17K533,7,2015,All tudent,11,279,8,72.7,3,27.3,0,0,0,0,0,0
17K533,7,2016,All tudent,11,275,9,81.8,2,18.2,0,0,0,0,0,0
17K533,7,2017,All tudent,11,275,9,81.8,2,18.2,0,0,0,0,0,0
17K533,8,2013,All tudent,25,282,15,60,9,36,1,4,0,0,1,4
17K533,8,2014,All tudent,29,296,9,31,14,48.3,6,20.7,0,0,6,20.7
17K533,8,2015,All tudent,19,279,9,47.4,9,47.4,1,5.3,0,0,1,5.3
17K533,8,2016,All tudent,9,274,3,33.3,5,55.6,1,11.1,0,0,1,11.1
17K533,8,2017,All tudent,11,278,5,45.5,6,54.5,0,0,0,0,0,0
17K533,All Grade,2013,All tudent,79,280,49,62,27,34.2,3,3.8,0,0,3,3.8
17K533,All Grade,2014,All tudent,62,281,36,58.1,20,32.3,6,9.7,0,0,6,9.7
17K533,All Grade,2015,All tudent,41,276,26,63.4,13,31.7,2,4.9,0,0,2,4.9
17K533,All Grade,2016,All tudent,29,270,19,65.5,9,31,1,3.4,0,0,1,3.4
17K533,All Grade,2017,All tudent,25,278,16,64,8,32,1,4,0,0,1,4
17K543,6,2013,All tudent,70,313,1,1.4,43,61.4,24,34.3,2,2.9,26,37.1
17K543,6,2014,All tudent,54,312,2,3.7,27,50,23,42.6,2,3.7,25,46.3
17K543,6,2015,All tudent,56,317,4,7.1,24,42.9,21,37.5,7,12.5,28,50
17K543,6,2016,All tudent,65,306,7,10.8,41,63.1,16,24.6,1,1.5,17,26.2
17K543,6,2017,All tudent,57,314,4,7,27,47.4,18,31.6,8,14,26,45.6
17K543,7,2013,All tudent,65,316,9,13.8,29,44.6,23,35.4,4,6.2,27,41.5
17K543,7,2014,All tudent,77,313,5,6.5,49,63.6,20,26,3,3.9,23,29.9
17K543,7,2015,All tudent,54,316,5,9.3,27,50,19,35.2,3,5.6,22,40.7
17K543,7,2016,All tudent,58,321,5,8.6,21,36.2,25,43.1,7,12.1,32,55.2
17K543,7,2017,All tudent,62,319,6,9.7,24,38.7,28,45.2,4,6.5,32,51.6
17K543,8,2013,All tudent,72,305,20,27.8,30,41.7,20,27.8,2,2.8,22,30.6
17K543,8,2015,All tudent,49,313,4,8.2,31,63.3,14,28.6,0,0,14,28.6
18K066,3,2013,All tudent,77,295,27,35.1,31,40.3,10,13,9,11.7,19,24.7
17K543,8,2016,All tudent,58,317,6,10.3,28,48.3,12,20.7,12,20.7,24,41.4
17K543,8,2017,All tudent,62,316,9,14.5,23,37.1,24,38.7,6,9.7,30,48.4
17K543,All Grade,2013,All tudent,207,311,30,14.5,102,49.3,67,32.4,8,3.9,75,36.2
17K543,All Grade,2014,All tudent,131,312,7,5.3,76,58,43,32.8,5,3.8,48,36.6
17K543,All Grade,2015,All tudent,159,315,13,8.2,82,51.6,54,34,10,6.3,64,40.3
17K543,All Grade,2016,All tudent,181,314,18,9.9,90,49.7,53,29.3,20,11,73,40.3
17K543,All Grade,2017,All tudent,181,316,19,10.5,74,40.9,70,38.7,18,9.9,88,48.6
17K590,6,2013,All tudent,99,329,5,5.1,30,30.3,30,30.3,34,34.3,64,64.6
17K590,6,2014,All tudent,101,327,3,3,30,29.7,31,30.7,37,36.6,68,67.3
17K590,6,2015,All tudent,103,342,0,0,5,4.9,49,47.6,49,47.6,98,95.1
17K590,6,2016,All tudent,94,335,1,1.1,18,19.1,33,35.1,42,44.7,75,79.8
17K590,6,2017,All tudent,118,334,3,2.5,23,19.5,41,34.7,51,43.2,92,78
17K590,7,2013,All tudent,82,328,3,3.7,25,30.5,41,50,13,15.9,54,65.9
17K590,7,2015,All tudent,1,,,,,,,,,,,
17K590,8,2013,All tudent,65,326,1,1.5,23,35.4,35,53.8,6,9.2,41,63.1
17K590,All Grade,2013,All tudent,246,328,9,3.7,78,31.7,106,43.1,53,21.5,159,64.6
17K590,All Grade,2014,All tudent,101,327,3,3,30,29.7,31,30.7,37,36.6,68,67.3
17K590,All Grade,2015,All tudent,104,342,0,0,6,5.8,49,47.1,49,47.1,98,94.2
17K590,All Grade,2016,All tudent,94,335,1,1.1,18,19.1,33,35.1,42,44.7,75,79.8
17K590,All Grade,2017,All tudent,118,334,3,2.5,23,19.5,41,34.7,51,43.2,92,78
17K705,3,2013,All tudent,28,261,20,71.4,7,25,1,3.6,0,0,1,3.6
17K705,3,2014,All tudent,23,292,10,43.5,7,30.4,3,13,3,13,6,26.1
17K705,3,2015,All tudent,26,289,12,46.2,7,26.9,4,15.4,3,11.5,7,26.9
17K705,3,2016,All tudent,41,292,14,34.1,15,36.6,10,24.4,2,4.9,12,29.3
17K705,3,2017,All tudent,44,294,17,38.6,11,25,11,25,5,11.4,16,36.4
17K705,4,2014,All tudent,26,271,16,61.5,6,23.1,3,11.5,1,3.8,4,15.4
17K705,4,2015,All tudent,24,286,12,50,6,25,4,16.7,2,8.3,6,25
17K705,4,2016,All tudent,21,279,11,52.4,6,28.6,4,19,0,0,4,19
17K705,4,2017,All tudent,41,268,28,68.3,13,31.7,0,0,0,0,0,0
17K705,5,2015,All tudent,21,275,12,57.1,6,28.6,3,14.3,0,0,3,14.3
17K705,5,2016,All tudent,20,301,9,45,5,25,3,15,3,15,6,30
17K705,5,2017,All tudent,22,282,13,59.1,4,18.2,4,18.2,1,4.5,5,22.7
17K705,All Grade,2013,All tudent,28,261,20,71.4,7,25,1,3.6,0,0,1,3.6
17K705,All Grade,2014,All tudent,49,281,26,53.1,13,26.5,6,12.2,4,8.2,10,20.4
17K705,All Grade,2015,All tudent,71,284,36,50.7,19,26.8,11,15.5,5,7,16,22.5
17K705,All Grade,2016,All tudent,82,291,34,41.5,26,31.7,17,20.7,5,6.1,22,26.8
17K705,All Grade,2017,All tudent,107,281,58,54.2,28,26.2,15,14,6,5.6,21,19.6
17K722,6,2013,All tudent,122,273,71,58.2,43,35.2,8,6.6,0,0,8,6.6
17K722,6,2014,All tudent,90,275,54,60,35,38.9,1,1.1,0,0,1,1.1
17K722,6,2015,All tudent,90,280,44,48.9,37,41.1,8,8.9,1,1.1,9,10
17K722,6,2016,All tudent,62,276,33,53.2,22,35.5,7,11.3,0,0,7,11.3
17K722,6,2017,All tudent,67,287,28,41.8,27,40.3,11,16.4,1,1.5,12,17.9
17K722,7,2014,All tudent,131,274,98,74.8,32,24.4,1,0.8,0,0,1,0.8
17K722,7,2015,All tudent,85,288,43,50.6,34,40,8,9.4,0,0,8,9.4
17K722,7,2016,All tudent,100,285,52,52,30,30,16,16,2,2,18,18
17K722,7,2017,All tudent,61,278,38,62.3,18,29.5,5,8.2,0,0,5,8.2
17K722,8,2015,All tudent,118,263,92,78,26,22,0,0,0,0,0,0
17K722,8,2016,All tudent,74,255,63,85.1,10,13.5,1,1.4,0,0,1,1.4
17K722,8,2017,All tudent,102,273,64,62.7,32,31.4,5,4.9,1,1,6,5.9
17K722,All Grade,2013,All tudent,122,273,71,58.2,43,35.2,8,6.6,0,0,8,6.6
17K722,All Grade,2014,All tudent,221,274,152,68.8,67,30.3,2,0.9,0,0,2,0.9
17K722,All Grade,2015,All tudent,293,276,179,61.1,97,33.1,16,5.5,1,0.3,17,5.8
17K722,All Grade,2016,All tudent,236,273,148,62.7,62,26.3,24,10.2,2,0.8,26,11
17K722,All Grade,2017,All tudent,230,278,130,56.5,77,33.5,21,9.1,2,0.9,23,10
17K770,3,2013,All tudent,22,278,13,59.1,7,31.8,2,9.1,0,0,2,9.1
17K770,3,2014,All tudent,37,289,15,40.5,13,35.1,8,21.6,1,2.7,9,24.3
17K770,3,2015,All tudent,45,284,21,46.7,17,37.8,7,15.6,0,0,7,15.6
17K770,3,2016,All tudent,21,298,9,42.9,4,19,5,23.8,3,14.3,8,38.1
17K770,3,2017,All tudent,29,302,8,27.6,11,37.9,4,13.8,6,20.7,10,34.5
17K770,4,2014,All tudent,18,273,9,50,8,44.4,1,5.6,0,0,1,5.6
17K770,4,2015,All tudent,34,277,15,44.1,16,47.1,3,8.8,0,0,3,8.8
17K770,4,2016,All tudent,40,265,28,70,9,22.5,3,7.5,0,0,3,7.5
17K770,4,2017,All tudent,15,283,8,53.3,5,33.3,0,0,2,13.3,2,13.3
17K770,5,2015,All tudent,15,277,9,60,6,40,0,0,0,0,0,0
17K770,5,2016,All tudent,20,291,9,45,4,20,6,30,1,5,7,35
17K770,5,2017,All tudent,30,283,17,56.7,7,23.3,6,20,0,0,6,20
17K770,All Grade,2013,All tudent,22,278,13,59.1,7,31.8,2,9.1,0,0,2,9.1
17K770,All Grade,2014,All tudent,55,284,24,43.6,21,38.2,9,16.4,1,1.8,10,18.2
17K770,All Grade,2015,All tudent,94,280,45,47.9,39,41.5,10,10.6,0,0,10,10.6
17K770,All Grade,2016,All tudent,81,280,46,56.8,17,21,14,17.3,4,4.9,18,22.2
17K770,All Grade,2017,All tudent,74,291,33,44.6,23,31.1,10,13.5,8,10.8,18,24.3
18K066,3,2014,All tudent,76,314,6,7.9,27,35.5,33,43.4,10,13.2,43,56.6
18K066,3,2015,All tudent,76,309,14,18.4,25,32.9,28,36.8,9,11.8,37,48.7
18K066,3,2016,All tudent,79,302,19,24.1,31,39.2,21,26.6,8,10.1,29,36.7
18K066,3,2017,All tudent,77,329,8,10.4,16,20.8,19,24.7,34,44.2,53,68.8
18K066,4,2013,All tudent,80,301,14,17.5,40,50,23,28.8,3,3.8,26,32.5
