DBN,Grade,Year,Demographic,NumberTeted,Meancalecore,NumLevel1,PctLevel1,NumLevel2,PctLevel2,NumLevel3,PctLevel3,NumLevel4,PctLevel4,NumLevel3and4,PctLevel3and4
01M064,All Grade,2015,All tudent,119,296,41,34.5,47,39.5,21,17.6,10,8.4,31,26.1
01M064,All Grade,2016,All tudent,115,295,43,37.4,36,31.3,23,20,13,11.3,36,31.3
01M064,All Grade,2017,All tudent,101,297,38,37.6,30,29.7,26,25.7,7,6.9,33,32.7
01M110,3,2013,All tudent,54,322,10,18.5,9,16.7,19,35.2,16,29.6,35,64.8
01M110,3,2014,All tudent,69,319,11,15.9,18,26.1,20,29,20,29,40,58
01M110,3,2015,All tudent,50,319,9,18,10,20,14,28,17,34,31,62
01M110,3,2016,All tudent,81,329,7,8.6,22,27.2,15,18.5,37,45.7,52,64.2
01M110,3,2017,All tudent,59,339,4,6.8,7,11.9,16,27.1,32,54.2,48,81.4
01M110,4,2013,All tudent,48,320,7,14.6,10,20.8,16,33.3,15,31.3,31,64.6
01M110,4,2014,All tudent,53,319,10,18.9,9,17,16,30.2,18,34,34,64.2
01M110,4,2015,All tudent,64,326,7,10.9,17,26.6,16,25,24,37.5,40,62.5
01M110,4,2016,All tudent,49,329,7,14.3,7,14.3,12,24.5,23,46.9,35,71.4
01M110,4,2017,All tudent,72,337,7,9.7,10,13.9,14,19.4,41,56.9,55,76.4
01M110,5,2013,All tudent,65,324,15,23.1,18,27.7,12,18.5,20,30.8,32,49.2
01M110,5,2014,All tudent,45,326,7,15.6,11,24.4,10,22.2,17,37.8,27,60
01M110,5,2015,All tudent,53,330,9,17,10,18.9,10,18.9,24,45.3,34,64.2
01M110,5,2016,All tudent,65,319,21,32.3,10,15.4,16,24.6,18,27.7,34,52.3
01M110,5,2017,All tudent,45,335,6,13.3,4,8.9,14,31.1,21,46.7,35,77.8
01M110,All Grade,2013,All tudent,167,322,32,19.2,37,22.2,47,28.1,51,30.5,98,58.7
01M110,All Grade,2014,All tudent,167,321,28,16.8,38,22.8,46,27.5,55,32.9,101,60.5
01M110,All Grade,2015,All tudent,167,325,25,15,37,22.2,40,24,65,38.9,105,62.9
01M110,All Grade,2016,All tudent,195,326,35,17.9,39,20,43,22.1,78,40,121,62.1
01M110,All Grade,2017,All tudent,176,337,17,9.7,21,11.9,44,25,94,53.4,138,78.4
01M134,3,2013,All tudent,51,304,11,21.6,24,47.1,14,27.5,2,3.9,16,31.4
01M134,3,2014,All tudent,44,303,8,18.2,21,47.7,10,22.7,5,11.4,15,34.1
01M134,3,2015,All tudent,44,297,18,40.9,12,27.3,6,13.6,8,18.2,14,31.8
01M134,3,2016,All tudent,36,298,12,33.3,12,33.3,6,16.7,6,16.7,12,33.3
01M134,3,2017,All tudent,49,281,19,38.8,18,36.7,9,18.4,3,6.1,12,24.5
01M134,4,2013,All tudent,61,294,20,32.8,24,39.3,14,23,3,4.9,17,27.9
01M134,4,2014,All tudent,41,306,7,17.1,17,41.5,13,31.7,4,9.8,17,41.5
01M134,4,2015,All tudent,35,298,11,31.4,11,31.4,6,17.1,7,20,13,37.1
01M134,4,2016,All tudent,43,285,24,55.8,5,11.6,8,18.6,6,14,14,32.6
01M134,4,2017,All tudent,49,286,22,44.9,15,30.6,9,18.4,3,6.1,12,24.5
01M134,5,2013,All tudent,39,296,17,43.6,14,35.9,6,15.4,2,5.1,8,20.5
01M134,5,2014,All tudent,53,301,17,32.1,22,41.5,10,18.9,4,7.5,14,26.4
01M134,5,2015,All tudent,39,313,7,17.9,13,33.3,17,43.6,2,5.1,19,48.7
01M134,5,2016,All tudent,34,319,7,20.6,6,17.6,14,41.2,7,20.6,21,61.8
01M134,5,2017,All tudent,63,288,36,57.1,11,17.5,10,15.9,6,9.5,16,25.4
01M134,All Grade,2013,All tudent,151,298,48,31.8,62,41.1,34,22.5,7,4.6,41,27.2
01M134,All Grade,2014,All tudent,138,303,32,23.2,60,43.5,33,23.9,13,9.4,46,33.3
01M134,All Grade,2015,All tudent,118,303,36,30.5,36,30.5,29,24.6,17,14.4,46,39
01M134,All Grade,2016,All tudent,113,299,43,38.1,23,20.4,28,24.8,19,16.8,47,41.6
01M134,All Grade,2017,All tudent,161,285,77,47.8,44,27.3,28,17.4,12,7.5,40,24.8
01M137,3,2013,All tudent,28,280,16,57.1,9,32.1,2,7.1,1,3.6,3,10.7
01M137,3,2014,All tudent,36,266,24,66.7,9,25,3,8.3,0,0,3,8.3
01M137,3,2015,All tudent,27,287,14,51.9,6,22.2,6,22.2,1,3.7,7,25.9
01M137,3,2016,All tudent,20,268,14,70,4,20,2,10,0,0,2,10
01M137,4,2013,All tudent,24,270,15,62.5,8,33.3,1,4.2,0,0,1,4.2
01M137,4,2014,All tudent,26,280,16,61.5,6,23.1,2,7.7,2,7.7,4,15.4
01M137,4,2015,All tudent,35,269,24,68.6,9,25.7,2,5.7,0,0,2,5.7
01M137,4,2016,All tudent,23,278,14,60.9,3,13,4,17.4,2,8.7,6,26.1
01M137,5,2013,All tudent,23,278,16,69.6,7,30.4,0,0,0,0,0,0
01M137,5,2014,All tudent,23,270,14,60.9,8,34.8,1,4.3,0,0,1,4.3
01M137,5,2015,All tudent,23,295,15,65.2,3,13,3,13,2,8.7,5,21.7
01M137,5,2016,All tudent,30,267,20,66.7,8,26.7,2,6.7,0,0,2,6.7
01M137,All Grade,2013,All tudent,75,276,47,62.7,24,32,3,4,1,1.3,4,5.3
01M137,All Grade,2014,All tudent,85,271,54,63.5,23,27.1,6,7.1,2,2.4,8,9.4
01M137,All Grade,2015,All tudent,85,282,53,62.4,18,21.2,11,12.9,3,3.5,14,16.5
01M137,All Grade,2016,All tudent,73,271,48,65.8,15,20.5,8,11,2,2.7,10,13.7
01M140,3,2013,All tudent,31,273,18,58.1,12,38.7,1,3.2,0,0,1,3.2
01M140,3,2014,All tudent,26,270,19,73.1,6,23.1,1,3.8,0,0,1,3.8
01M140,3,2015,All tudent,30,275,15,50,10,33.3,5,16.7,0,0,5,16.7
01M140,3,2016,All tudent,28,275,17,60.7,9,32.1,2,7.1,0,0,2,7.1
01M140,3,2017,All tudent,24,268,15,62.5,6,25,2,8.3,1,4.2,3,12.5
01M140,4,2013,All tudent,25,282,14,56,10,40,0,0,1,4,1,4
01M140,4,2014,All tudent,31,289,9,29,16,51.6,6,19.4,0,0,6,19.4
01M140,4,2015,All tudent,24,276,13,54.2,7,29.2,3,12.5,1,4.2,4,16.7
01M140,4,2016,All tudent,32,278,16,50,12,37.5,3,9.4,1,3.1,4,12.5
01M140,4,2017,All tudent,28,268,22,78.6,6,21.4,0,0,0,0,0,0
01M140,5,2013,All tudent,25,261,23,92,2,8,0,0,0,0,0,0
01M140,5,2014,All tudent,24,281,17,70.8,5,20.8,2,8.3,0,0,2,8.3
01M140,5,2015,All tudent,25,306,4,16,14,56,6,24,1,4,7,28
01M140,5,2016,All tudent,21,286,13,61.9,5,23.8,3,14.3,0,0,3,14.3
01M140,5,2017,All tudent,29,286,17,58.6,9,31,2,6.9,1,3.4,3,10.3
01M140,6,2013,All tudent,58,291,22,37.9,26,44.8,9,15.5,1,1.7,10,17.2
01M140,6,2014,All tudent,58,291,23,39.7,19,32.8,14,24.1,2,3.4,16,27.6
01M140,6,2015,All tudent,50,290,20,40,22,44,5,10,3,6,8,16
01M140,6,2016,All tudent,56,302,11,19.6,27,48.2,13,23.2,5,8.9,18,32.1
01M140,6,2017,All tudent,48,286,21,43.8,18,37.5,5,10.4,4,8.3,9,18.8
01M140,7,2013,All tudent,63,278,44,69.8,15,23.8,4,6.3,0,0,4,6.3
01M140,7,2014,All tudent,57,291,26,45.6,22,38.6,8,14,1,1.8,9,15.8
01M140,7,2015,All tudent,56,293,23,41.1,26,46.4,6,10.7,1,1.8,7,12.5
01M140,7,2016,All tudent,46,283,25,54.3,17,37,3,6.5,1,2.2,4,8.7
01M140,7,2017,All tudent,57,291,27,47.4,22,38.6,8,14,0,0,8,14
01M140,8,2013,All tudent,52,282,30,57.7,19,36.5,3,5.8,0,0,3,5.8
01M140,8,2014,All tudent,61,280,37,60.7,17,27.9,5,8.2,2,3.3,7,11.5
01M140,8,2015,All tudent,58,285,28,48.3,26,44.8,4,6.9,0,0,4,6.9
01M140,8,2016,All tudent,61,282,30,49.2,23,37.7,6,9.8,2,3.3,8,13.1
01M140,8,2017,All tudent,49,277,28,57.1,15,30.6,5,10.2,1,2,6,12.2
01M140,All Grade,2013,All tudent,254,280,151,59.4,84,33.1,17,6.7,2,0.8,19,7.5
01M140,All Grade,2014,All tudent,257,285,131,51,85,33.1,36,14,5,1.9,41,16
01M140,All Grade,2015,All tudent,243,288,103,42.4,105,43.2,29,11.9,6,2.5,35,14.4
01M140,All Grade,2016,All tudent,244,286,112,45.9,93,38.1,30,12.3,9,3.7,39,16
01M140,All Grade,2017,All tudent,235,281,130,55.3,76,32.3,22,9.4,7,3,29,12.3
01M142,3,2013,All tudent,58,303,14,24.1,23,39.7,13,22.4,8,13.8,21,36.2
01M142,3,2014,All tudent,46,287,25,54.3,11,23.9,9,19.6,1,2.2,10,21.7
01M142,3,2015,All tudent,61,289,25,41,20,32.8,14,23,2,3.3,16,26.2
01M142,3,2016,All tudent,38,291,12,31.6,18,47.4,7,18.4,1,2.6,8,21.1
01M142,3,2017,All tudent,33,290,13,39.4,8,24.2,10,30.3,2,6.1,12,36.4
01M142,4,2013,All tudent,54,289,19,35.2,26,48.1,9,16.7,0,0,9,16.7
01M142,4,2014,All tudent,58,286,26,44.8,22,37.9,7,12.1,3,5.2,10,17.2
01M142,4,2015,All tudent,48,271,28,58.3,15,31.3,4,8.3,1,2.1,5,10.4
01M142,4,2016,All tudent,55,287,26,47.3,20,36.4,7,12.7,2,3.6,9,16.4
01M142,4,2017,All tudent,35,288,14,40,13,37.1,8,22.9,0,0,8,22.9
01M142,5,2013,All tudent,55,282,36,65.5,14,25.5,4,7.3,1,1.8,5,9.1
01M142,5,2014,All tudent,51,302,16,31.4,22,43.1,10,19.6,3,5.9,13,25.5
01M142,5,2015,All tudent,56,293,25,44.6,18,32.1,10,17.9,3,5.4,13,23.2
01M142,5,2016,All tudent,47,295,19,40.4,18,38.3,9,19.1,1,2.1,10,21.3
01M142,5,2017,All tudent,59,299,21,35.6,23,39,12,20.3,3,5.1,15,25.4
01M142,All Grade,2013,All tudent,167,292,69,41.3,63,37.7,26,15.6,9,5.4,35,21
01M142,All Grade,2014,All tudent,155,292,67,43.2,55,35.5,26,16.8,7,4.5,33,21.3
01M142,All Grade,2015,All tudent,165,285,78,47.3,53,32.1,28,17,6,3.6,34,20.6
01M142,All Grade,2016,All tudent,140,291,57,40.7,56,40,23,16.4,4,2.9,27,19.3
01M142,All Grade,2017,All tudent,127,294,48,37.8,44,34.6,30,23.6,5,3.9,35,27.6
01M184,3,2013,All tudent,81,323,8,9.9,18,22.2,31,38.3,24,29.6,55,67.9
01M184,3,2014,All tudent,72,334,1,1.4,12,16.7,29,40.3,30,41.7,59,81.9
01M184,3,2015,All tudent,68,332,4,5.9,8,11.8,29,42.6,27,39.7,56,82.4
01M184,3,2016,All tudent,59,349,1,1.7,6,10.2,12,20.3,40,67.8,52,88.1
